dataset,legislature,sample,segment,pshift,shift_class,frequency,probability,source_file,change_of_speaker,directed_remark,p_s_given_d,p_s_given_d_c
final_dataset,14,2,2,A0-AY,Turn Continuing,0,0.0,legislature_14_sample_2_segment_2_stats.json,False,False,0.0,0.0
final_dataset,14,2,2,AB-BA,Turn Receiving,5,0.06,legislature_14_sample_2_segment_2_stats.json,True,True,0.25,0.26
final_dataset,14,2,2,AB-B0,Turn Receiving,10,0.13,legislature_14_sample_2_segment_2_stats.json,True,True,0.5,0.53
final_dataset,14,2,2,AB-X0,Turn Usurping,3,0.04,legislature_14_sample_2_segment_2_stats.json,True,True,0.15,0.16
final_dataset,14,2,2,AB-XA,Turn Usurping,1,0.01,legislature_14_sample_2_segment_2_stats.json,True,True,0.05,0.05
final_dataset,14,2,2,AB-XB,Turn Usurping,0,0.0,legislature_14_sample_2_segment_2_stats.json,True,True,0.0,0.0
final_dataset,14,2,2,AB-A0,Turn Continuing,1,0.01,legislature_14_sample_2_segment_2_stats.json,False,True,0.05,0.0
final_dataset,14,2,2,AB-BY,Turn Receiving,0,0.0,legislature_14_sample_2_segment_2_stats.json,True,True,0.0,0.0
final_dataset,14,2,2,AB-XY,Turn Usurping,0,0.0,legislature_14_sample_2_segment_2_stats.json,True,True,0.0,0.0
final_dataset,14,2,2,AB-AY,Turn Continuing,0,0.0,legislature_14_sample_2_segment_2_stats.json,False,True,0.0,0.0
final_dataset,14,2,3,A0-XA,Turn Claiming,13,0.16,legislature_14_sample_2_segment_3_stats.json,True,False,0.22,0.22
final_dataset,14,2,3,A0-X0,Turn Claiming,45,0.57,legislature_14_sample_2_segment_3_stats.json,True,False,0.78,0.78
final_dataset,14,2,3,A0-XY,Turn Claiming,0,0.0,legislature_14_sample_2_segment_3_stats.json,True,False,0.0,0.0
final_dataset,14,2,3,A0-AY,Turn Continuing,0,0.0,legislature_14_sample_2_segment_3_stats.json,False,False,0.0,0.0
final_dataset,14,2,3,AB-BA,Turn Receiving,3,0.04,legislature_14_sample_2_segment_3_stats.json,True,True,0.14,0.15
final_dataset,14,2,3,AB-B0,Turn Receiving,14,0.18,legislature_14_sample_2_segment_3_stats.json,True,True,0.67,0.7
final_dataset,14,2,3,AB-X0,Turn Usurping,1,0.01,legislature_14_sample_2_segment_3_stats.json,True,True,0.05,0.05
final_dataset,14,2,3,AB-XA,Turn Usurping,2,0.03,legislature_14_sample_2_segment_3_stats.json,True,True,0.1,0.1
final_dataset,14,2,3,AB-XB,Turn Usurping,0,0.0,legislature_14_sample_2_segment_3_stats.json,True,True,0.0,0.0
final_dataset,14,2,3,AB-A0,Turn Continuing,1,0.01,legislature_14_sample_2_segment_3_stats.json,False,True,0.05,0.0
final_dataset,14,2,3,AB-BY,Turn Receiving,0,0.0,legislature_14_sample_2_segment_3_stats.json,True,True,0.0,0.0
final_dataset,14,2,3,AB-XY,Turn Usurping,0,0.0,legislature_14_sample_2_segment_3_stats.json,True,True,0.0,0.0
final_dataset,14,2,3,AB-AY,Turn Continuing,0,0.0,legislature_14_sample_2_segment_3_stats.json,False,True,0.0,0.0
